,video_id,comments
417,z_t1TV5JRu0,"[""Why are the f2 there? They're injured"", ""I wish spencer wasn't there he just pisses me off"", 'Mad ting', 'Would you ever just shut up you are the one youtuber who just pisses everyone off', 'Yo Poet, reply for a Chicken Nugget', 'Oi Poet! Tell Mitch to shave that thing he calls a ""beard"" off his face ASAP.', 'Whats your twitter?', 'Yeeeesss COYW', 'who gives a shit about Wembley cup.']"
418,ldFbIe9_uz8,"['Poet put on a shirt you are skinny man', 'Mitch that gap is real the gap is along as Tottenham gap since their trophy', ""Arsenal since 2004 have had two serious title challenges that is it not good enough and Liverpool fucking in hell no consistency and they won't have it even if the hilter and his crew held them against their will"", '""I love Henderson he works hard"" hahahaahaaaaaaaaa', 'Its funny how the Arsenal fans on this channel  talk the most shit but we beat them', 'Love4daink 😆😆😆', ""poet representing the hunger that Arsenal have been experiencing all these years 'ribs'for poet!"", 'wtf you nah work..we need a new filthy', '#pogback', 'Dembele is better than pogba😂😂😂😂😂😂😂😂😂']"
419,x0ImA2PyMIc,"['Boat wtf', 'rocket print rate enough round wealth concern mix off examination firm.', ""I think I'm about 10% of the listens on swedens soundcloud track"", 'Why does Adam McKola look like a bobblehead? 1:11', 'Loooool watching this over United fans were gassed', 'Poet - ""Imagine you gave birth to Stevo"" \n😂😂😂😂😂', '""Nah poets buff, if I was a girl blind and had a labrador I would go for poet"" Damn he burnt him', 'jar jar binks😂😂😂', 'I ❤️ Liverpool', 'get mckola off ffs']"
420,wITXXL6X5ik,"['This movement is actually going to be unparalleled...', 'Damn these fans look like Susan Boyles children', ""Ayyyyyye that's me at the start! Apologies for that terrible shot! Check out my Behind The Scenes video on my channel! - KayWalkZ"", 'Why are there random close ups of that spurs fan who sits next to craig mitch', 'You should play hashtag united', 'You can tell Mitch is sexually frustrated, just hear the guy having an orgasm everytime someone kicks a ball', 'Where are the filthy fellas at tho??', '""That was like my beard....that was weak"".\n\nYup, u got that right.\ufeff', 'All i hear is mitch having mini orgasms', 'should have called this ""mitch saying UH OHHHHHHHHH for 2 and a half minutes""']"
421,bhL5hhG5REA,"['#WhereHasRossBeen?', 'Poet sit down!', 'I actually love Mitch so much. Poet is my favourite, that goes without saying, but I actually love Mitch so much.', 'still waiting', 'A new season is fast approaching and Mitch is still a bitch', '+Filthy Fellas i won tickets but i am under 18', 'Boat has more eyebrow hair than Mitch does on his face', ""You man be dissing Mitch on the comment section but probs won't say it to his face so stfu. Allow the yute if it wasn't for him filthyfellas would be dead real talk."", 'TF is on the side of your face Mitch.', 'Man i love this guys!']"
422,1cqkntBpdVw,"[""Craig Mitch is the biggest twat on youtube. Hoping he would leave instead of Ross. He is the reason I hate Tottenham. can't stand the mannnn."", 'spurs played the best football out of all these lot, and got the most banter loooool ffs', 'Omg I rewatched fuckinng hell I miss this pure fucking banter every where like they literally taking the piss 😂😭😭😭😂', 'When did Boateng start hosting this ting?', 'over-ethnicising it😂😂😂', 'you guys ran out of shit to spew, so you bellends start on about his fucken beard... what are you lot, a beauty school???     How long were the scum on top of the table again... twenty odd weeks??? How did you fucks not win the league again?   shatters', 'Mitch has yellow teeth...damn', 'by far the funniest episode', 'finally ross is gone, now to get some chelsea fans on there. filthy fellas what you saying, holla at your boy', 'I want all these guys to go back and watch the video at the beginning of the season chatting shit about Martial']"
423,fFXCcLtPh0s,"['2006 Tottenham got lasagna and got proised and Arsenal won and Tottenham lost.2012 Arsenal won and Tottenham won and Arsenal were above Tottenham.2013 Arsenal above Tottenham and 2016 Arsenal above Tottenham all on the last day what are you eating,smoking,sucking and choking on because they keep bottling on the last man they need help from the doctors bruv and Maude they want have aids and one last thing Tottenham you mum', 'Does scripz not know we had both rio and anoton ferindand first', 'Your representation of a West Ham fan is so wrong😂', ""Skribs looking like he's gonna smack Mitch"", 'When Mitch said ""if by the time we play Newcastle and they\'re relegated""...', 'It was only 30 people', 'Newcastle winning 5-1 is banterrrrrrrrrrr 😂', 'ryan mason is dogshit that is for sure', ""Ross & Mitch... mostly Mitch. Can't wait for next weeks episode 😂😂 let the roasting commence."", 'well this is awkward...']"
424,Br8dtZHUNSg,"['What happened to this? Love it!', 'Vuj made this video.', 'LoooooooooooooooooooooooLhshsutfshdffsy TOM HAWKS!! This Is War is the funniest part of this show 😂', ""Some Respek on Tony Hawk's Name Pa ."", 'the tom hawks bit got me!! lmao', 'Leon would dead his mum for £50mil looooool', ""Put respek on poet's name"", 'You man like Dappy....? Unsubscribe', 'Whole of ndubz need respek on their name', 'Tinchy has fallen off, everyone respecks him but dont mean his music aint crap']"
425,fCzoeWNlJFM,"['As a leicester fan watching them say we wouldn’t do well in champions league in 2018 makes me laugh. Did best out of all English teams and beat records again 👌🏻👌🏻', 'Leicester City will be in the quarter of finals in the champions league but in the league twelve man', ""We're Tottenham ever first no but they did bottle second place and Leicester the best achievement in sport ever"", 'Leicester will go in the quarterfinals of the Champions League it is the madness', 'Vardy 28 goals and he was straight smoking and drinking.Kante will go to Chelsea for 30 Million it is happening', 'Poet respect Mahrez he scored 23 goals and 11 assists', 'lol Leicester get battered in UCL got more further than spurs arsenal and city', 'only BOAT realises that in the group stages they cant get drawn against a barca or a bayern', ""I'd laugh if leicester won champions league"", ""Spurs didn't let 4 in they let in 5""]"
426,XM-vm687KwM,"['Giroud not worst striker their has been many worst strikers in the league', 'Mahrez scored 23 goals and 14 assists of course he deserved to win man he was great this season', 'Manchester United won the FA Cup but what have Tottenham and Liverpool won nothing and West Ham won shit', ""Ozil scored 11 goals and 23 assists and Kane why people suck his cock yes he scored 27 goals but didn't deserve the main award"", 'Giroud scored 14 goals in the 15/16 season give him respect and better than Welbeck scored 13 goals in his best season and that was with MU and Giroud scored 24 goals so their is worst striker than Giroud', ""If you say no homo it's alright. Smh"", 'Chances Created was the only thing Hazard had last season and he won pfa player of the year', 'Please ask the Spurs dickheads how it feels to bottle the league and draw against Chelsea.', 'Put some respeck on Danny Rose son. 😂😂😂 Mitch always classic.', ""'what an absolute pussy' LOOL""]"
427,zaf5i3sRGEg,"['Vardy keeping it white he is not messing around Cruz. Knight is funny madam', ""As a United fan on the day we beat Villa I felt disappointed we didn't score more than 1 if Liverpool can win 6-0 at Villa Park we should at least win like 4-0 or 5-0 at home but Van Gaal and 2015/16 season is over and Jose comes in and hopefully we win trophies and play exciting football looking forward to the 2016/17 season."", 'WHY IS SPECS NEVER ON THE SHOW', 'As an Arsenal fan I want us to finish outside the top 4. It needs to happen. Wenger is too comfortable and too satisfied with mediocrity. Change must come. #WengerOut', 'Why is vuj dressed like Ben from Curiosity killed the cat?', 'Lescott is a dickhead', ""didn't know Boateng was on filthyfellas"", 'How can we play on a Thursday 😅😅', 'What happened to poet??', 'Vuj forever wearing that t shirt, on every platform']"
428,6kM875c8ZFg,"[""Vuj is not fucking funny that opening with the soulja boy reference was fucking stale like Liverpool if he makes any more stale jokes next season I swear I'm flying to London and slapping that scouser wannabe prick!"", 'Vuj, Mah Nigga', 'Doping really', 'I smell beef bruv... dreamteam guys gonna have a field day with this', '3-0 STFU', 'LOL Vuj', ""Vuj ain't a proper Liverpool fan- he wore a United kit"", 'Ross look mad chuffed after he dropped his Snipz banter and then immediately looks mad worried.', 'Leon Knight is just a shit Nile Ranger', 'When Ross and Craig did the Dele Alli wave to Snips at the end I was dead XD']"
429,R5T2lQe-39A,"['Fucking love stevi', ""1:30 I'm in love...makes u eat unseasoned food 😂😂"", '""Fam I look as dark as Stevo cuz"" 😂😂 Leon Knight is too funny lol!', ""Where's the #spartans 🤘🏾"", 'smdh Leon was hella lit you guys are way too high key with that Jordan shit zero fucking chill crying', 'Am I the only one who drops a quick dislike then leaves?', ""Yh that was the best one so far some funny shit. But I'm feeling when Leon said that is some light skinned shit 😂😂 let haters hate keep going G"", 'Stevo carried', 'MY SNAPCHAT ---> STMM', 'He put the hood on 😂😂😂']"
430,QfWWVc1u1S8,"['Real life: I miss Snips, bruv. Man was funny.', '4:32 lmao', 'Mitch needs to get off his fucking high horse, like jesus mate calm the duck down.', ""Ross' joke about Little Brittain and Snips... Fam... lmao"", ""There was once a Young Noble man who had a Son. One day, the Son found a job at a Kompany called Costa coffee. It was quickly going in deClyne and employee's were a must. The employer thought he was Gea. The Noble man said to his Son, are u Shaw you want this job? The Son didn't reply. The Son had a lover and thought he had the Hart of a Rose, she was an Angel. Her Lukaku was moist and this made him as Blind as a bat. But at the same time gave him a Bony Long Crouch. Suddenly, a hurriKane struck, the Son had to Cech if it was dangerous. They had to hide in the Chambers to stay safe. The Son Cleverly shut the door and they were both safe. The Chambers looked rather Silva for some reason. Depaynding on the Lukaku, it looked quite Dier. Dissapointing. They were cold and had to find some Fer to stay warm. They were greeted by a Forster carer and she said he hired a Gardner the twat. The hurriKane was a Hazard, it was harming the Ireland. The Son summoned Jarvis to bring him his suit of Harper. The woman didn't know his name, but did it really Mata? It was becoming Moore fustrating as he decided to climb Myhill. Oscar, from Oxford Uni had a Poole. He asked, do you like Redmonds? He shoved a dirty Sanchez up his ass sending him to the medical Ward, he Wimmered a lot and sang a Song about Stones on the beach. The Son's name was go Fuchs yourself. \nAfter this masterpiece I need to DrinkWater. Thanks folks!. Do dooo doo dooooo"", 'Dortmund will smash Liverpool', 'Mans head is wide aha lol', 'PUSH THE SCREEN BACK A LITTLE PIECE', 'Poet/vuj=lads\nBOAT/Skribz=semi lads\nSnips=retirement home\nMitch/ross=cunts', ""why is poet sitting like he's abut to give birth""]"
431,X9a5m7KPg4o,"['Only list that actually holds any value in hip hop/urban culture is XXL freshman list', 'Top 5 UK rappers/grime MC fight matchups\n\nTop 5 UK rap/grime collabs\n\nTop 5 UK rap/grime power moves', 'wtf is this shit?', 'This shit is like some bitching, gossip column...who gives a fuck!', 'this rubbish again', 'Yo Poet plz pick this man!! Top 5 most Annoying EPL fan bases!!', ""What's the Intro and Outro music?"", 'damnnn this guy talks hella shit', 'poets corner is getting boring, just like his dad jokes', 'Man like dominic yano 😂😂😂']"
432,ECxtKUPuftI,"[""What stories were their that Poet wouldn't talk about"", ""Poet's the boy"", ""'man like black the rippers there' Looooool\nWHAT IS THE INSTRUMENTAL AT THE END??"", 'Those Devilman bars were funny still', '""Bangladeshian, Somalian"" what a joke devil man is the right denonyms would be Bangladeshi and Somali at least get the supposed insult right my g LMAO come on fix up!', 'Literally had no idea what he was talking about lol', 'Yo where tf can I get the facts about that war between Leon and them coke whores?', 'poet wasnt about to get himself fucked up talkin nines an c biz lool', 'my man rockin a rolley? straight food!', ""where is the video trim saying about kano's mum ? what do i type in ?\n\n\n\ncommento n my beats""]"
433,sH_CZ6DC3zw,"['damn that bape', 'Why is this called a freestyle? BOAT is obviously mouthing the words.', 'how can u be spitting bars in the aresnsl stadium and I support man u', 'how can u be spitting bars in the aresnsl stadium and I support man u', ""10 years tryna be a BTEC Barca where's the respect 😂😭😅"", 'L', 'L', 'dammnnn he called us the btec Barcelona!!!!!!', '(3-1)', 'man pissed on the pavement outside emirates,, rah thats filthy']"
434,nwdItjiSyms,"['Who the hell is Nicole.\nWho the fuck is it', 'That women is fucking idiot ""he\'s lucky it didn\'t hit the post and go out"" that\'s what made it a good goal darlin, precise reason why  women should never watch football', ""'Kane's goal could have hit the other side of the post and gone out' noooooo shit that's why it was such a good finish"", 'That woman was chatting shit 90% of the time', 'Dis dickhead girl pls do not come on here again', 'Most of these comments are mad sexist, wtf. But on a serious note, if a guy told me ""that shot could have hit the post and gone out, he was lucky""...I wouldn\'t know to reply to that tbh. So I\'ll be dead honest, she\'s lost all ratings there', 'You must feel a little bit for Coquelin but Spurs fans will clearly disagree with me but Eric Dier was also on a booking and hauls back Giroud he also should of been sent off.', '6:36 - 6:41 killed me', ""Nah Nicole is fucking annoying and she's a gooner, doesnt get worse tbh"", 'wtf is she chatting']"
435,pVPqU-xmpV8,"['Dese times van damage was ninez manager', 'Bring this back please!', 'lowkey\nlowkey\nlowkey\nlowkey\nlowkey', 'chip won', 'really good video fellow gooner poet', ""Where's Ice Kid!?"", 'Hnag on im so late but Why is Dot Rotten Sueing SBTV...GRM and that', 'Btec PartyNextDoor', 'when my man said Caucasian i was thinking lman but naa', 'van damage is da white boy in nines videos music wernt paying bills']"
436,OofNKfocmGM,"['Watching this in 2019, it’s a mazaleeeny how they’re talking about Rashford', 'best season of filthy fellas hands down. cast was certi, everyone gelled and is fuuny. football was entertaining that year.', 'Rashford five goals in two games', 'What a good week this was', 'Lol boat looking broke', 'Well then Mitch...', 'Ross is av savage😂😂😂', 'Omg 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', 'Pregnant throat uno hahahahahahahahahahahahahahHahaha', '3:18 looool😅😅😅😂']"
437,lc8rtSNcQuI,"['B.O.A.T was right wow', 'So Liverpool win 6-0 at Villa Park I laughed At That.', 'Jerome Boateng is that you?', ""who's this Boateng looking nigga"", 'Leon Knight on Robert Huth \n""De man got bent up every single day"" 😂😂😂 OMG dead', 'UTD 3-2 Arsenal', 'morning breaths at 5pm', 'Like 5 minutes blasting MUFC...why did I even watch this? LOL\n\nGood show, lads!', 'Show needs Chelsea fans, sign me up', 'Fisherman hats OKE']"
438,O9Ak_VtN9dQ,"['ARSENAL IS THAT GIRL IN SCHOOL THAT AINT BUFF BUT YOU HAVE TO LIKE HER BECAUSE SHE IS POPULAR AND YOU CAN GET TO THE POPULAR BUFF TINGS LATER ON', 'arsenal are going to win the league', ""Memphis Depay is a young man with potential, he's going through a bad period and no one is supporting him I'm upset the fact that even us as United fans aren't supporting him enough. we know what he's capeable of and what he can do"", ""Mitch is a fucking clueless twat! As if he'd do anything to create some atmosphere at a game, if he goes at all. Show some respect to these fans for that protest, the whole league, the supporters specifically, could benefit from it! \n\nAnd the only reason he's got any kind of money in the first place is because he is renting himself out, fucking feminin little cunt!\n\nHappy to see other fans, REAL supporters, getting the message and getting on board!\n\n#SpiritOfShankly\n#AMF"", 'Loving the top Poet #GAWA', ""So ManU aren't getting top 4, are they? :D"", 'Poet get that Jersey of asap', 'capri sun for the youts ahaaha', 'I had to watch this again after United lost.', ""Anyone see Mitch play ball for the TFR team? Man couldn't do shit!!""]"
439,M3pY9hz8CDU,"['LOOOL 🤭', 'Poet do top 3 hate comments every week', 'Nice', 'Poet this video is just god awful', ""I thought people had personal channels for this shit? Why is everyone using Filthyfellas to get views for a shitty series that they can't get views on when they upload it to their own channel? This is like some celebrity dickhead chat, no one gives a fuck about this aids..."", 'he dropped the realness about rita ora lol', 'Poet this is so sick please keep it up... Leon mate... LOL. Gold. Lots of negative guys here need to chill the fuck out!', 'big up poet, fuck mitch...and tottenham', 'Poet, quick question. Why did you wear a Tottenham top in your old videos? 🤔', 'Amazing episode- keep it up poet. Respect']"
440,FZoJXvz4V0A,"['War Specialist.', 'We can relate to each other.... hahhaahahahaha you funny', 'swer it was cadell that beefed stormzy too', 'bugzy won', 'Man said he is fast and he hides 😆😂😆😂😆', 'Why is everyone saying they would rather watch Mitch? Mandem on speed! They need to boost! Loving the poets corner. Where\'s the spurs top and the ""oh I didn\'t see you there""', 'Poet you used to wear Tottenham shirts now your wear Arsenal, which one is it bruv? lol', 'Poet your too much fam! 😂', ""why do people care if it's not a football video, end of the day, you like it or you don't, its just more content to the channel, you'r still gonna receive the same amount of videos about football, this is just extra"", 'You man must not know about Poets Corner...']"
441,7xn-J5si-Po,"['catch a stunner fam ,man dem fam . fam', ""fam ? what's fam"", ""He's english through and through. ... Nigeria football is kick and rush"", '4:45 Manchester Uni9ted', 'Hector Bellerin ?', 'I wish that Theo heard Poet call him a ""Slag"" and a ""Dickhead"" before Copa90 Fifa and Chill\'d with him lol', ""Ross's reaction to Mitch fingering himself was amazing lmfao"", 'How is Alli better than Martial ? Martial scored 2 times in the champions league racked up assists and goal in the league and what he did to Coleman just lol.', ""Mitch wanking is probably the most natural thing I've seen on this show"", ""Ay can we get an edit of every episode without Mitch? I know it'd be a little more work but like, think of all the views you'd get.""]"
442,Y4IMKjJ9rJo,"['Benteke scored nine goals in 25 games in 15/16 season', 'Man United have 46 points I think time for respect don they picking up and I not s MU supporter but they picking up', 'Rooney 16 games he scored 8 goals', 'leon be looking like Carlton here', ""How Vuj can say that about Mitch's hair is beyond me when the man looks like Jedward's skinnier, Eastern-block cousin dressed in a wool jumper he stole off a tramp! XD"", ""They said he wears American clothes. That's hilarious."", ""I actually like BOAT. Not saying he is a football genius. I'm here to hear their opinions not judge them on it. I think if anyine needs to leave its Leon. He has no place and says cuz every seconds like it's 2007."", 'His name is Todd hahahaha', 'Poet pushes his jokes so hard', 'I seriously wonder how these guys can still be friends after haha']"
443,vh4dF_gxAxI,"['I miss this format. The best show to date🤣🤣', 'Which video is the one where vujanic gets trolled by opposing fans with the Sturridge dance?', 'In 2015/16 season Payet scored 12 \ngoals and 9 assists and Coutinho scored 12 goals and eight assists come on both same', 'Mitch STFU 😪', 'The way Leon ripped Mitch lmao fekkkkj', 'Greatest episode to date', ""Yo I don't think I could ever get sick of watching this one, favorite ep no doubt"", 'Y is Mitch in the show', 'payet is  better than courthino', 'stevo is a fucking legend']"
444,HiVH1TcfJ9w,"['Bring back Hugh', 'Tottenham keep bottling top four', 'Ozil keeps assisting but Arsenal keep missing it is mad', ""All the people saying Spurs wouldn't compete for the title-who's laughing now"", 'Poet talkin about title race taking the piss out of carragher😂', ""is it gas skribz... is it gas... you lot are such bellends... you think you're gangsters the way you talk... grow the fuck up i talked like that when i was year 7."", 'how do all you dickheads feel now.......', 'just like to say its march and spurs are 2nd arsenal are 3rd', 'Yo Boat, did you make that bet like you said you would with Mitch? If so, time to pay up my bro ;)', 'BOAT you owe Craig 50 quid.  Spurs will be in the title race come March 1 even if they lose to Swansea.']"
445,Hs-tC2ApxcY,"['Aguero that is too low number one he is straight dominate he is in top 3 best strikers and he scored most in calender year', ""Aguero will always be our No1, how does Sergio never get in the team of the year? People just expect him to score goals, we take him for granted in this country. He's a baller"", 'de gea is the best player in the league then ozil', ""Sanchez for number 1 if he aint then I don't know if these lot watch football or just look at stats"", ""Ozil number 1, that's a joke ting he's been class since August but Mahrez, Vardy and De Bruyne all have been better since August if judging by that and last 12 months Aguero, Sanchez De Gea have all been better"", 'Aguero is number 1 this show is a fucking farce, fuck all da guys.', 'i hate adam mckolla... he actually has 0 football knowledge... why is he even there', 'Ozil will be #1 because there are 4 biased Arsenal fans there.', 'Silva will probably be number 1.', 'david silva?? has he been listed']"
446,XBc6p9lV2GA,"['Vardy shouldn’t be in top 15 for me. \nApril till December he ha been a problem but no where near top 12', ""Thing is everyone is ignoring when he got his first England call up Leicester had got the most points of any Bpl team in 2015 and he was crucial to that so all the arguments saying he's only done it this season your forgetting about the great escape"", 'Imo I think Mahrez should be higher then vardy on this list, not saying Vardy is bad just saying I think Mahrez plays better!', 'Those two guys look like Troy deeny and Patrick bamford', 'these guys aint biased at all lol', 'WE ARE NOT HAVING THIS ONE LOL', 'Half of you are deluded mate ahahaha', 'I dislike not because Vardy is 4 like he should be. Because most of what that say is bull shiiiiiiiittttttttttt dam', 'How many days did Kane spend at top of the table?', 'Mahrez > Vardy in my opinion, Mahrez is overall the better and more complete player.']"
447,HC0QEkvwHoo,"['De Gea at time was second best keeper in the world. \nHe deserves  to be that high', 'de gea is the best player in the bpl becuz he is the only player in the bpl who is #1 in the world at what he does', 'Neuer is as good as De Gea.', ""Mitch and Ross are fucking stupid man. Tottenham wouldn't of even won 1 of their cl qualifiers if they were in our group instead, there is no way Harry Kane would've beaten cska or Wolfsburg defence"", 'no way would spurs have qualified loooooool', '""Who would you rather be? Galactico? Red devil?"" This coming from Spurs fan you know. All they know to do is tweet #COYS and banter Arsenal fans lol', ""What the fuck is wrong with Ross's eyes man like a windscreen whipper out hear 😂😂 lool"", 'Would definitely not be you Mitch, you fake bitch ass lighty', 'So far have any arsenal player made it on this list', ""I'm gonna bet Spurs won't make top 4 this season worst team in my opinion""]"
448,fqD4qbbwLn4,"['Kane should be in top 3 easily the disrespect. \nKane needed to be up their. \nKane is top five', 'Too low he should be top five at the least', 'Kane should be 3', 'AARRRYYY KANE', ""Ross you've let me down here. Harry Kane world class? Shut up, you mug"", 'McKola is a dumb fuck', 'Harry Kane world class? HAHAHAHAHA', 'this brotherhood do not know what the fuck they are talking about', 'I like him but he does speak like a spack', ""Loool even Mitch the gassed yute knows not to say he's world class. World class uno, after one good season?!""]"
449,zoUpIedyRz4,"['I miss these times', 'Alderweireld should be higher then him', 'He’s top 16 in 2015 at best to be fair. \nSmalling was brilliant from March and December so he has a shout. \nTerry no way he had a shocker of second half of 2015', 'He was top five at the time. \nBlind wasn’t even top 20', 'Adam Mckola is sooo deluded', 'the fact koschielny is the best defender in the PL says so much about how shit pl defences are', ""Adam McKola is the most biased Man U fan ever. Please don't ever have him on this show again"", 'Adam needs to get the fuck off this show', ""McKola is a prick. Man said Daley Blind lol. I'd give Terry the shout for the entire year, otherwise no doubt it's Been Kosc. Smalling has been the best this season tho"", ""I'm sorry, I'm a United fan, but Adam, come on man. You are literally the  United fan that everyone thinks United fans are. Koscielny is world class. I think Smalling has been better this year, but not over the past year. I rate Koscienly, really highly. Gotta watch some more football Adam.""]"
450,ku4YBuiAMmg,"[""Mahrez 7 years laters PL with Leicester , POTY  ,WON AFCON WITH HIS COUNTRY , 4 PL WITH CITY , 1 FA 2 CARABAO 1 UCL FINAL,  THE 3P WITH CITY THIS SEASON  ON ROAD TO GET HIS UCL TROPHY  AND A TREBLE   3 TIMES BALLON D'OR NOMINATION ( 2 TOP 10 , 1 TOP 20 )"", 'Mahrez 25th for me in 2015 but not higher. \nHe’s not in the top 20', ""How can poet take the piss out of anyone's hair with that thing on his head"", 'Bet they feel stupid now 😂', 'Vuj actually has the best knowledge of football of all the fellas', '1.Sanchez\n2.Aguero\n3.Kane\n4.De Gea\n5.Ozil\n6.Smalling\n7.Willian\n8.Vardy\n9.Coquelin\n10.Mahrez\n11.John Terry\n12.Silva', 'I just replayed that intro about 100x...IS MAHREZ...WHOOO!??', ""From what I remember he's been on things since the end of last season. 12th is a fair spot. He's kinda like Fekir. Hasn't got the headlines as much as Vardy as Fekir didn't get the ratings cause of Lacazette"", 'mahrez 4months top most prem players whole year...', ""Guy who said 'who' lol does he even watch football?""]"
451,rxndSEWLpDM,"['""The only man in that team that looks like he should be holding hands with other man is Firmino."" Oh my days. Yes Mitch. 😂😂🙌🏿🙌🏿', 'CRAIG SPENCER', 'What an epic breakdown', '""I score goal""\nmate i almost died', ""#LVG'sphilosophyis to intimidate players and make sure they don't play with passion"", ""Spurs fans are most irritating in the league. Stop thinking you're a big fucking club noone is scared of spurs if you get top four it's not cause of how well you're playing it's cause of how badly teams around you are. Cry your eyes out over a league cup win you're a small club who don't even have history to chant about"", '#lvgsphilosophyisbootcuths', ""#LVG'sPhilosophyIs like Leon without internet connection.........a load of hope and imagination"", 'Man looks like a Sith Lord in that hoodie', '#lvgphilosphy is like Ross he just sits there and attacks once a video']"
452,MEw_SFDjduw,"['Nice dab.', 'Fuck BOAT because he so dark that i can t see him he look like shadow the hedogeg', 'Craig Mitch the donny looks like he dropped the soap', 'Illmatic came out in 1994.', 'Spurs 1 - 2 Nufc HAPPY DAYS!', 'Man like Ximelez', ""yeah so Tottenham aren't going to lose again 😂😂"", 'just as mitch talks shit tottenham loose to Newcastle and Arsenal go top of the league. haha.', '""Not losing no more games""\n\nLoses to Newcastle 5 days later...', ""SPURS WON'T LOSE AGAIN? HHAHAHAAHAAHA 2-1 NEWCASTLE ;D""]"
453,HHPuKX2vD20,"['Sour grapes them spurs fans cunts', 'legalize seaweed', 'Mitch is a prick', 'What is make studio?', 'Vardy bad rate him bloodclaat', 'And who is James Vardy pls ?', ""Skribz doesn't know what he's talking about, honestly."", 'ross looking blazed', 'Vardy looks like Steptoe', 'Why is poet dressed like a nurse']"
454,SgeCcpTs31g,"['fuck Chelsea fan 101 never wanna see him again', 'Rah Mitch actually looked like a roadman in that trackie slyly', 'get mitch off', 'How is mitch saying they did theirs probably lol, u swear there was 3 offside goals or something?', 'Oh god fuck spurs', 'Someone needs to say it.... We need some Leicester fans on FilthyFellas....', 'JYE the shit JME', '""City won\'t finish above Tottenham"" xD? That idiot knows nothing about football.', 'LOOL check out that somali 😂', 'From an arsenal fan Skribez talks sense till it comes to Arsenal he probably supported us till 04']"
455,r7fLtJ1FWsw,"['mans a twat', 'I heard from another video poet got put on his arse by this kid', 'the dude reminds me of that Somalian from Captain Phillips', 'filthy fellas need a chelsea supporter in there..also i think poet is forgetting who chelsea really.. likewise all the premiere league teams. Kepping talking till we come back to take the title', '😂 😂 😂', ""Chelsea have black supporters?? Wow. Didn't know that"", 'get in lad, tear them a new one #ktbffh', ""Bring him on the show ASAP!!!!did you hear him saying Leon's under house arrest DIS MAN GOT JOKES"", 'invite him onto show!', ""HE DON'T EVEN SPEAK ENGLISH ....""]"
456,7Ebaygab2y8,"['Skrtel skull looool', 'Hahaha I love this guy😂😂😂 shook little pussies hahhaa', 'Vuj is a top man, this video had me in stitches. You do you bro!', 'Easily the best ff!! Hands down and Mitch is a clown!', 'best one yet', 'Well that was underwhelming', ""Or Leon Knight the guy who wasn't good enough for the likes of Rushden & Diamonds, Queen Of The South & Hamilton Academical\xa0\xa0 #reject"", ""Get Jurgen Klopp's dad Snips on next time"", 'Love u guys still.', 'are we still not adressing mike dean celebrating tottenhams goal against villa lol come on']"
457,IBLcpUFEjQg,"['4:25 Vuj got it spot on about Coutinho', 'I will sub to whoever tells me where Mitch got his jacket from.', 'Mitch talks so much shit. How is coutinho inconsistent and then eriksen is', 'this channel should have more subscriber what the hell ?!', 'Who is stupid spurs fan on channel', 'that is some futuristic jacket skribz has got on', ""5 cleansheets in a row, our attack keeps changing once we find one that gels we'll come back better, we stepped up vs CSKA Moscow and West Brom."", 'leon knight looks like hes in the middle of trekking through a desert.', 'my top 4 is man city, united, arsenal, Liverpool', 'i love Eriksen but I think coutinho is much better overall. Rodgers  was just a shit manager.']"
458,6krBUYjFL5s,"['Giroud & Walcott are already better than Fellaini😂', 'Boat looks like a ninja turtle', 'Boat is such a lame guy', 'LOOOOL that goku reference... super saiyan 3 is the only time goku doesnt have eyebrows', 'Man like theo is more likely to be injured than score goals', 'best one so far', ""Joker...Fellaini hasn't even scored this season"", ""Boat was right, that comment of mine was from at least a month ago, maybe 2. My point still stands though, you can't call Giroud and Walcott shit when they're outperforming all of Utd's strikers. It just doesn't add up"", ""Na bro he said super saiyan 3 cause you both ain't got eyebrows LOL"", ""I'll give it to em, boat and scribz are the best""]"
459,wk3VusHfJL8,"['Chelsea lose nine times in 03/04 and Roman was their so', 'Nice Cowboys hat Mitch 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😝.', '""We go to games we get too see nothin coz our seats r cheap and its too far to see anything we cuss people who watch streams who r smart to save money and watch it in hd "" bellend mitch', 'In the 14/15 and this season...Kane has proved that in goals his the best english striker...rooney died long ago...Sturridge lives in a hospital....and vardy is still unproven and we got to see whether he does this next season.', 'vuj was right, he was gone by December', 'I swear Vuj did that this weekend lol?', 'How the fuck do you call yourself a true fan when u get a home teams box when your an away fan', 'Cheers Mitch, you bitch.', 'Mitch is on top, Ross is on bottom. Filthy Fellas resident bumboys.', ""Twattrick lol that's a good one.""]"
460,hBBra_VnUzs,"['im here 5 years later and i can fully say arsenal didnt win any champs leagues', ""Skribz don't be vex just cos u got fired from John Lewis"", ""Fuck scribs, imma scribble all over you. Sket. Kmt you ain't even part of the OG mandem. Gtfo"", 'SKRIBZ RAHEEM STERLING', 'Dudes forehead is Great Wall of China levels of huge.', 'HAHAHAH!!! He said FUCK MESSI!!! HAHAH', 'What team does skribz support', 'savage', '#eyebrowsmustfall', 'shave them fam']"
